rating,tips,cat_name,cat_parent
,"Adults, only ride if you have to and leave the seats for the kids, it's really not very exciting for anyone over four years old and you're holding up the queue!",Theme Park Ride / Attraction,
,Good place for grown ups to have a break/coffee as only 1 entrance 1 exit next to each other so leave the kids to it and relax,Theme Park Ride / Attraction,
,mica ho capito che devo fare qua...,Theme Park Ride / Attraction,
,,Theme Park Ride / Attraction,
,,Theme Park Ride / Attraction,
,"Grown-ups, fill the hoppers on the ground floor to supply the balls up to the first and second floors via the lift. If you've a large shopping bag it'll come in very handy for storing all your ammo!",Theme Park Ride / Attraction,
,,Theme Park Ride / Attraction,
,,Theme Park Ride / Attraction,
,"The bumpers are massive, so even a massive head on collision isn't going to hurt.",Theme Park Ride / Attraction,
5.2,"Be prepared for wet seats, and drips from the roof ceiling. This can be a wet ride! Also, sit near the back if you can and on the left.",Theme Park Ride / Attraction,
,Complete with German Winter Market,Scenic Lookout,
8.8,At night when the bridge is illuminated is very romantic!,Scenic Lookout,
8.4,"A better, more quite alternative to Greenwich park for a picnic.",Scenic Lookout,
8.8,Best place to live in London!,Scenic Lookout,
8.9,It rocks...if in London and if this is open....take the person you love and make the climb....,Scenic Lookout,
7.5,,Scenic Lookout,
8.8,very scenic yet quiet chilly all the time ....carry a jacket :-P,Scenic Lookout,
8.4,"16 August: Watch the sunset at the Point. On the hill above Greenwich, this is one of London's finest views. As the day draws to a close, its two benches are a popular spot.",Scenic Lookout,
7.0,Can watch planes flying in and out of London City airport,Scenic Lookout,
8.3,remarkable views over Canary Wharf and the City of London,Scenic Lookout,
7.7,Take a wheeled bag and pull it behind you on a perforated metal surface of the bridge. Works best if dressed as a business traveller and staying in a Hilton nearby.,Scenic Lookout,
7.2,Standing on Sir Joseph Bazalgette's sewer pipes; I love it! ...and can smell it...,Scenic Lookout,
6.8,Brilliant view. Catch bus up to Greenwich Park (Stop S) then walk down and allow the view to slowly then suddenly appear.,Scenic Lookout,
6.9,Mind out for geese but relax near waters edge and also shout random words to people passing in pedalos and rowing boats.,Scenic Lookout,
,Magnificent view of london,Scenic Lookout,
,"2 November: Since 1833, the Greenwich Time Ball has helped people to ensure their watches are correct, rising halfway up its mast at 12.55pm, then to the top at 12.58pm, before falling at exactly 1pm",Scenic Lookout,
7.5,"Do this one, it helps to visit the most touristic places, and to make it quickly :)",Tour Provider,
,,Tour Provider,
,,Tour Provider,
6.6,Propaganda diz que o ticket de 30 libras ( comprei a 4.40 no Brasil ) para city tour vale  48 hs. Na hora da compra informam que só vale 24 hs . Com quem reclamar? Ninguém !,Tour Provider,
6.5,They know nothing about foursquare. I showed the Special and they didn't know what to do with it ! 👎,Tour Provider,
,"If you're coming to the Tower of London, these tours are every hour.  Highly recommended -- the beefeaters are hilarious and so knowledgeable. They are so good with kids, too. Ask for Jason Woodcock!",Tour Provider,
,,Tour Provider,
,,Tour Provider,
,,Tour Provider,
,,Tour Provider,
,For more bang for your buck pick up a 2-4-1 travel booklet at a train station and enjoy the tour with a friend. Just keep in mind the British weather when riding an open top bus...,Tour Provider,
,,Tour Provider,
,,Tour Provider,
,Just chill on the canal from Camden Market to Little Venice. That's my favourite one way.,Tour Provider,
,Run away from here. They're the worst.,Tour Provider,
,,Tour Provider,
,,Tour Provider,
,,Tour Provider,
7.3,Great place if you've got nowhere else to swim in London,Water Park,
8.5,Go for Monday Night Kayaking!,Water Park,
8.8,"Located less than 20 miles north of Olympic Park, this venue will host the Canoe Slalom competition.",Water Park,
6.6,Be prepared to leave the pool early thanks to people mistaking it for a toilet.,Water Park,
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
,The swimming pool is great but th area where you get shower and dress is so poor. Need a refurbished asap.,Athletics & Sports,Outdoors & Recreation
9.3,Quite a walk from Stratford STN - if you are bringing your own cycling shoes for a track session make sure you have LOOK cleats for the Condor bikes,Athletics & Sports,Outdoors & Recreation
9.3,Quite a walk from Stratford STN - if you are bringing your own cycling shoes for a track session make sure you have LOOK cleats for the Condor bikes,Athletics & Sports,Outdoors & Recreation
9.3,Quite a walk from Stratford STN - if you are bringing your own cycling shoes for a track session make sure you have LOOK cleats for the Condor bikes,Athletics & Sports,Outdoors & Recreation
9.3,Quite a walk from Stratford STN - if you are bringing your own cycling shoes for a track session make sure you have LOOK cleats for the Condor bikes,Athletics & Sports,Outdoors & Recreation
9.3,Quite a walk from Stratford STN - if you are bringing your own cycling shoes for a track session make sure you have LOOK cleats for the Condor bikes,Athletics & Sports,Outdoors & Recreation
9.3,Quite a walk from Stratford STN - if you are bringing your own cycling shoes for a track session make sure you have LOOK cleats for the Condor bikes,Athletics & Sports,Outdoors & Recreation
9.3,Quite a walk from Stratford STN - if you are bringing your own cycling shoes for a track session make sure you have LOOK cleats for the Condor bikes,Athletics & Sports,Outdoors & Recreation
9.3,Quite a walk from Stratford STN - if you are bringing your own cycling shoes for a track session make sure you have LOOK cleats for the Condor bikes,Athletics & Sports,Outdoors & Recreation
9.3,Quite a walk from Stratford STN - if you are bringing your own cycling shoes for a track session make sure you have LOOK cleats for the Condor bikes,Athletics & Sports,Outdoors & Recreation
9.3,Quite a walk from Stratford STN - if you are bringing your own cycling shoes for a track session make sure you have LOOK cleats for the Condor bikes,Athletics & Sports,Outdoors & Recreation
