rating,tips,cat_name,cat_parent
,,Thrift / Vintage Store,
,,Thrift / Vintage Store,
,,Thrift / Vintage Store,
,,Thrift / Vintage Store,
,,Thrift / Vintage Store,
,,Thrift / Vintage Store,
,,Thrift / Vintage Store,
5.9,If you collect memorabilia head here. You can buy vintage posters; USA car number plates and clothing. Always busy on a Sunday,Thrift / Vintage Store,
,,Thrift / Vintage Store,
,,Thrift / Vintage Store,
,,Thrift / Vintage Store,
5.7,Worth a wander round if you're in the area,Thrift / Vintage Store,
,,Thrift / Vintage Store,
,,Thrift / Vintage Store,
,,Thrift / Vintage Store,
,,Thrift / Vintage Store,
,,Thrift / Vintage Store,
,,Thrift / Vintage Store,
9.0,Choose the (PRODUCT) RED iPod nano & Apple gives a portion of the proceeds to help fight AIDS in Africa. It costs the same as all the others!,Electronics Store,
9.0,Take a seat in the auditorium and enjoy Apple's new stuff on screen + Free WiFi!,Electronics Store,
8.3,They allow you to charge your iPhone here - saved my life the other day when it died on me in Westfield.,Electronics Store,
7.9,Get your Mac porn fix here,Electronics Store,
6.3,Too expensive but good quality,Electronics Store,
,,Electronics Store,
,,Electronics Store,
5.9,,Electronics Store,
,"Malcome Hawes is the most unhelpful manager I have ever had dealings with. When a shop advertises it closes at 8pm, why lock the doors at 7.50?",Electronics Store,
,,Electronics Store,
,,Electronics Store,
6.0,,Electronics Store,
,,Electronics Store,
5.9,,Electronics Store,
5.4,Not too overcrowded. The sales people did seem to be more worried about flirting with each other rather than assisting customers.,Electronics Store,
,,Electronics Store,
,,Electronics Store,
,"Pay cash, not by card. If they make a mistake, and they will, they keep your money for 5 days. Worst customer service!",Electronics Store,
5.6,Use this store for advice from their indifferance staff and then go to the net and buy it at least 20% cheaper.,Electronics Store,
,,Electronics Store,
,,Electronics Store,
,,Electronics Store,
,"Go to the one in Ilford, over the Barking if you are going first, and selling your goods, the one in Barking tend not to have money first thing.",Electronics Store,
,"Don't even bother shopping here, prices are a rip off. Over £30 just for a monitor cable! Can get the same for far less online",Electronics Store,
,,Electronics Store,
6.3,Lovely place good stuff,Electronics Store,
,Buy your Samsung 3dtv here some great package deals,Electronics Store,
,,Electronics Store,
,,Electronics Store,
,,Electronics Store,
,,Electronics Store,
,"The staff don't find you what you want, but instead recommend what they want to sell. Shop online if you know exactly what you are looking for. You can get it for cheaper and at a better quality.",Electronics Store,
6.0,,Electronics Store,
,,Electronics Store,
5.7,,Electronics Store,
,,Electronics Store,
,,Electronics Store,
,Brilliant deals on games movies etc and always a bit cheaper than the Hmv next door,Electronics Store,
,Thank you for checking in with us!,Electronics Store,
,Cheap reliable and friendly service,Electronics Store,
,,Electronics Store,
,,Electronics Store,
,,Electronics Store,
5.5,,Electronics Store,
,,Electronics Store,
5.7,,Electronics Store,
,,Electronics Store,
5.1,If you want to speak to someone who knows something about cameras don't go past Michael. Bought my camera here even tho I probly could have got it cheaper duty free simply b/c he knows his stuff.,Electronics Store,
5.0,bet they sack the staff if they play fair with a customer.... this place stinks AVOID,Electronics Store,
,,Electronics Store,
,"Friendly, quick and easy. Good quality printing and scanning, all reasonably priced.",Electronics Store,
,,Electronics Store,
7.9,Good service,Electronics Store,
,Cheap reliable and friendly service,Electronics Store,
,,Electronics Store,
,If you satnav cannot find the Brewery. Type in Waterloo Road RM1 to find the car park entry road.,Electronics Store,
5.0,"Staff are unfriendly and incompetent, use the branch at Stepney Green (Mile End Road) instead",Electronics Store,
8.3,So much easier to be seen than at Covent Garden or Regent Street,Electronics Store,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,Any bus will take u to North Greenwich underground station / O2,Bus Stop,
,Temporary Stop for TfL Bus 97 while Stratford City Bus Station is closed until 12 September 2012 due to Olympics,Bus Stop,
,Ozan was here...,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,Use http://countdown.tfl.gov.UK and Bus stop code 48776 to find out when next buses in real time!,Bus Stop,
,Considering to walk if you want to go to North Greenwich because the bus even if not so full enjoy not to stop! Is very frustrating...,Bus Stop,
,,Bus Stop,
,"The best setoff point for Stratford, whether for onward connections, the shops or Olympic park. 4 services to choose from, so hardly ever much of a wait.",Bus Stop,
,,Bus Stop,
,"People rarely queue at this bus-stop. Particularly at busy times (morning rush-hour) expect a scrum to jump on a 108 bus to North Greenwich (other buses less of a problem, as the 108 is the most popul",Bus Stop,
5.7,The buses are fantastic.,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,Temporary Stop for TfL Bus 97 while Stratford City Bus Station is closed until 12 September 2012 due to Olympics,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,a bus stop. cosy.,Bus Stop,
,"This is a great bus stop. In my honest in opinion, it's the best stop in Leytonstone. Controversial I know, but I just thought I'd put it out there.",Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
6.4,Ah the one just BEFORE the railway station!,Bus Stop,
,,Bus Stop,
,,Bus Stop,
,,Bus Stop,
7.1,,Bus Stop,
,,Road,
,the street is beautiful at night,Road,
,Better place to park than in the middle of the road!,Road,
,,Train,
,,Train,
9.0,"Go to the Afghan Kitchen, ignore the close table sharing and hard stools, and concentrate on the lamb with spinach and chicken in yoghurt",Afghan Restaurant,
6.9,Decor is dated and the food sweet,Afghan Restaurant,
,,Afghan Restaurant,
6.9,"Great restaurant serving delicious Afghan restaurant. A bit far out to get to, but worth the trip.",Afghan Restaurant,
7.6,"Disappointingly overcooked vegetables, small portions. Much better Eritrian options elsewhere",African Restaurant,
6.9,"Very decent food, lovely decor with a great space but they need to train their staff on how to be polite.",African Restaurant,
,,African Restaurant,
,"Coconut fish curry, mukimo and chapati. Dee. Lish.",African Restaurant,
,,African Restaurant,
7.6,"Disappointingly overcooked vegetables, small portions. Much better Eritrian options elsewhere",African Restaurant,
7.4,The milkshakes are fab' 👌,American Restaurant,
7.5,Buffalo fries were incredible,American Restaurant,
8.5,Bacon cheese burger is all time favourite!,American Restaurant,
7.8,The Jack Daniels Ribs are well lush,American Restaurant,
7.5,Definitely overpriced. For that kind of money you're better off going to Tinseltown!,American Restaurant,
6.6,Probably the worst service I've ever had in a TGI's.,American Restaurant,
8.2,"Get the bacon cheeseburger with jalapeno peppers. Beware, the portion of fries are massive. Small fries is enough to share among 2-3!",American Restaurant,
7.2,,American Restaurant,
6.7,The starters are better than the mains. I liked the starter platter. Pizza & pasta are Average here.,American Restaurant,
,"Slow service, but good calzone.",American Restaurant,
6.3,The garlic pizza bread is a great starter to share!,American Restaurant,
6.0,Recommended the Chicken carbonara!,American Restaurant,
6.7,Great milkshakes - Reese's & Oreo are both a hit.,American Restaurant,
6.8,"This place is a mistery to me, great food, great and friendly service, good prices, but it's always empty.",American Restaurant,
6.4,Some of the best nachos ever!,American Restaurant,
,Strawberry & banana milkshake is awesome .,American Restaurant,
6.5,Half price  beer   is always  good thing,American Restaurant,
6.1,"Order the VIP5 milkshake, it has peanut butter in it!",American Restaurant,
6.0,Oficianti ostavlyayut klientov bez vnimaniya nadolgo... Ne vernulsya za 2-y chastyu zakaza... I t.d. I t.p... Sidim pered gryaznimi pustimi tarelkami I jdem...,American Restaurant,
6.4,Burgers are not bad. Milkshake's better. Chicken burgers are halal too! :),American Restaurant,
5.4,Not great servicw when extremely busy and I was served undercooked chicken wings,American Restaurant,
,The hamburgers are really nice,American Restaurant,
6.6,Nice place for couples or groups and happy to change menu (I don't like chips so asked to change to jacket potatoes) attentive & friendly staff will continue to return to here 🍴🍸,American Restaurant,
6.0,Only thing worse than the food is the service. Tip: avoid.,American Restaurant,
,,American Restaurant,
5.7,Nice staff,American Restaurant,
5.3,Shocking service!! Food badly prepared and cooked!! Wouldnt bother eating here!!!,American Restaurant,
5.6,November seabreeze cocktail is bittersweet and wonderfully refreshing ;),American Restaurant,
5.2,Breakfast sucks!!! I had a few lunches here and they were ok... Today's breakfast was simply awful!,American Restaurant,
,Strawberry & banana milkshake is awesome .,American Restaurant,
6.0,"The staff is friendly and the bartender gave me a 250 ml wine for the 175 ml I ordered and there was an extra portion of chicken for my bf. Food is way nicer than in Angus Steakhouse, for example.",American Restaurant,
7.4,"The Prison Eggs are a nice, hot twist on the usual morning fare!",American Restaurant,
6.0,Best seats in the house are the 8-10 seat raised booth in middle of restaurant floor and the converted New York yellow taxi cars outside,American Restaurant,
8.3,Nice burgers for a pre-cinema,Burger Joint,
7.5,Buffalo fries were incredible,Burger Joint,
8.5,Bacon cheese burger is all time favourite!,Burger Joint,
7.9,"Cheese burger is my favorite I always go for American cheese and French fries,, they also have a kids menu 👍🏼",Burger Joint,
9.0,Dirty (in a good way) greasy beef or chicken burger served in brioche bun. Best burger joint in Lewisham.,Burger Joint,
8.3,Nice burgers for a pre-cinema,Burger Joint,
7.3,The oreo milkshake is amazing!,Burger Joint,
7.3,"One of my fav burger joints at the heart of London, very friendly chefs and waters👏",Burger Joint,
7.5,This is the hardest place in the world to find!,Burger Joint,
7.5,Definitely overpriced. For that kind of money you're better off going to Tinseltown!,Burger Joint,
7.3,"Selling the Hop Stuff beer, made in Woolwich",Burger Joint,
7.9,Located near Mile End Tube Station this steakhouse is exceptionally good value for money. Not only does it have the most succulent steaks in London E3 but the service and ambience are also excellent.,Burger Joint,
8.2,"Get the bacon cheeseburger with jalapeno peppers. Beware, the portion of fries are massive. Small fries is enough to share among 2-3!",Burger Joint,
7.2,One of the best burgers I have ever had. Nice crisp bacon.  Not the sort of place to hang out more of a grab and run. Lights are too bright and wine served in plastic cups.,Burger Joint,
7.1,get the garlic mayo!,Burger Joint,
6.0,Really friendly staff,Burger Joint,
7.0,"Burgers are tasty, juicy and tender but regular size is small and very expensive for the size.",Burger Joint,
,,Burger Joint,
6.1,"Order the VIP5 milkshake, it has peanut butter in it!",Burger Joint,
,Usually order the steak and it is quite nice.,Burger Joint,
,,Burger Joint,
,"I had Machete buns, and it was cooked beautifully with Beef chilli fries and peanut butter milkshake was my favourite👍 This place is so always busy, but we didn't have to wait long to get seated.",Burger Joint,
,Machete Burns... One of the best gourmet burgers I've had! Very filling.,Burger Joint,
,They sell burgers,Burger Joint,
6.2,such good pizza for so cheap)),Burger Joint,
,Love coming here after a shopping trip down Romford! My little boy is known as a 'Wimpy Baby' by a staff member... Don't know if that's a good thing or loool,Burger Joint,
,Still the same treat they were in the 70s,Burger Joint,
,"Good food, good prices and really friendly staff",Burger Joint,
5.7,Nice staff,Burger Joint,
,Only Wimpy I've been to that serves Alchohol!! Must be in #Romford! #Chavtastic !!,Burger Joint,
,Best burger joint in town  open 24/7,Burger Joint,
,Also serves healthy meal of lamb & plenty veg with egg... Useful around here after a long day working late and couch-surfing,Burger Joint,
,soft fresh moist delicious huge. i mean the burgers. the perfect street food delivered from a food truck.,Burger Joint,
,Good brunch options,Burger Joint,
,,Burger Joint,
6.4,The service and the food were terrible. Far from the quality of the one in Earl's Court.,Burger Joint,
,soft fresh moist delicious huge. i mean the burgers. the perfect street food delivered from a food truck.,Burger Joint,
9.0,Lovely settings with bar made of recycled wood pellet.. The lovely owners... Melon juice served up with paper straws nd cool jars.. Burger with avocado nd brioche bread nd delivious organic meat!,Burger Joint,
6.0,Really friendly staff,Burger Joint,
8.3,GBKs are my favorites burger places in London!,Burger Joint,
7.3,Consistently delicious burgers cooked medium well. Ask for the rosemary salt on the side.,Burger Joint,
7.9,The burgers here are amazing as well as being good value for money!,Burger Joint,
,soft fresh moist delicious huge. i mean the burgers. the perfect street food delivered from a food truck.,Burger Joint,
7.5,Taxi driver burger and sweet potato fries are excellent. Milkshake are thick and indulgent. These guys compare well with the other burger players in the area.,Burger Joint,
7.1,For those of you with a sweet tooth - The Taxi Driver!,Burger Joint,
6.4,Try new Taxi Burger. It is simply a fantastic with chilli onion rings and fries. Yummy!,Burger Joint,
7.1,"It's a great view and a great restaurant. As an American, I must protest the ""American steakhouse"" appellation. It's lighter, more refined.",Steakhouse,
7.1,Hanger Steak,Steakhouse,
7.1,Hanger Steak,Steakhouse,
8.5,steakhouse - это пароль к WiFi,Steakhouse,
8.6,One of the best places in london,Steakhouse,
7.6,"Some of the best food I have had in recent memory, absolutely unbelievably good!",Steakhouse,
7.2,Good service and wicked selection of steaks. Obviously,Steakhouse,
8.5,"Yes it is French, no they don't serve butter with bread and no they don't cater for vegetarians. But the steak is cooked to perfection, their secret sauces on their steaks and salad are sublime.",Steakhouse,
6.8,A new addition in the neighbourhood! The food was great and full of taste! Been there the first day of opening (19th December). The menu was quite limited but it will expand with time.,Steakhouse,
7.5,"Excellent steak, but not many veggie options! But then it's a steak house, after all ....dessert however where amazing and big so share one !",Steakhouse,
7.9,Located near Mile End Tube Station this steakhouse is exceptionally good value for money. Not only does it have the most succulent steaks in London E3 but the service and ambience are also excellent.,Steakhouse,
7.1,This is a great casual restauant. Food is excellent,Steakhouse,
6.9,The beef sirloin ams Argentinian style chips were tasty. The chimmi-churri on the other hand was not the best I've had. Service was clumsy and awkward - so much so that we left without having dessert.,Steakhouse,
6.0,First time here. Enjoyed the lamb cutlets. It's a nice local steakhouse - more upmarket than Toby Carvery!,Steakhouse,
6.1,"Order the VIP5 milkshake, it has peanut butter in it!",Steakhouse,
,"Not the best place to go if you don't eat meat, but the fish and chips are pretty good.",Steakhouse,
5.9,nice place to have breakfast on a weekend,Steakhouse,
,"Very overpriced, mediocre food. My tip is not to bother.",Steakhouse,
,"I genuinely love this place, due to two good reasons; 1. The staff are really friendly and attentive, 2. And the quality of food their food is outstanding. Would recommended this place for sure",Steakhouse,
,Best value for money considering steaks and oysters,Steakhouse,
5.5,Love the music in here modern and upto date the best bar in stratford,Steakhouse,
,,Steakhouse,
5.7,A bit of a chav hangout,Steakhouse,
5.2,"Bad service experience! If you have a car, go to Sidcup Place next to St Mary Cray Hospital (same company, much better service)",Steakhouse,
8.5,"Really well cooked steaks, rare rump in the picture.",Steakhouse,
8.5,"What used to be a Soho ballroom is now a mega restaurant with 300 covers and space for around 50 at the lone standing bar. It’s all rich red carpeting, red leather booths and chairs, with subtle golds",Steakhouse,
6.9,"Hold out for Emile Hesky, he will outbid Di Maria and dip both knob and ball for £1",New American Restaurant,
7.8,This restaurant is one of the best Chinese Restaurants in London. And I should know. Great spacious restaurant overlooking City Airport runway. Fantastic food and great staff. Clean toilets,Chinese Restaurant,
7.4,Very warm service here!,Chinese Restaurant,
7.0,Be sure to bring cash as they don't take cards.,Chinese Restaurant,
6.7,Ying yang rice is available on request!!!!,Chinese Restaurant,
7.5,"Looks like a substandard Chinese takeaway, but don't be fooled. The steamed dumplings and green beans with minced pork get a thumbs up. Try one of the 'blooming' green teas.",Chinese Restaurant,
6.2,"Has the best DimSum in the area, and nicely priced.",Chinese Restaurant,
,,Chinese Restaurant,
5.9,The bubble tea is not bad. But the milk tea tasted less stronger than the traditional milk tea,Chinese Restaurant,
6.3,Absolutely love this place. Amazing amazing chinese.,Chinese Restaurant,
,"Mongolian lamb, guava chicken, soft shell crab",Chinese Restaurant,
,,Chinese Restaurant,
5.8,Awesome buffet,Chinese Restaurant,
,"It is the best value, most delicious, Chinese buffet restaurant in London, which is why it is always busy no matter what day/time it is!  A must try dining experience!",Chinese Restaurant,
,"Good take on the 'all you can eat' concept. Order from the menu and they bring it over freshly cooked. No buffet counter with cold food here! Friendly staff, but are a bit pushy with the drink sales.",Chinese Restaurant,
7.0,The epitome of cheap and cheerful - in the best kind of way. You can get a generous plate of piping hot delicious food for under £5. Service is fast and furious. Has a sister restaurant in Woolwich.,Chinese Restaurant,
,The cats taste very nice lol,Chinese Restaurant,
,Love this place it's been going a long time is is the best Chinese ever,Chinese Restaurant,
,Very Nice... Restaurant's a bit small but the food is spot on!!! Try the Crispy Aromatic Duck and the Salt and Pepper King Prawns as there proper munch... Very good service too and friendly atmosphere,Chinese Restaurant,
,"The only Chinese restaurant in the area which isn't a shocking disappointment. Good food in generous portions at a fairly regular price. Note: cash only and closed Tuesdays, otherwise open 6 days/wk.",Chinese Restaurant,
,,Chinese Restaurant,
,First thought was that their menu was too large which is never a good sign. However I was drawn to their vegetarian selection and first selection is dishes were very good. Recommended.,Chinese Restaurant,
7.0,I thought this place was amazing until I tries noodle time across the road in Greenwich. That's the same price and 100% better service and respect to patrons!,Chinese Restaurant,
7.9,Thai Green Curry is one of the best I've tasted. They usually have live music on a Sunday too.,Thai Restaurant,
7.6,"If you have a velvet card, you get 20% discount here! /;-)",Thai Restaurant,
8.5,"the outside doesn't do this restaurant justice! amazing thai food and great, super friendly service. wish I could adopt the owner as my grandma ;-)",Thai Restaurant,
9.0,"The appearance and Leytonstone location will make you doubt the food, don't! It's fresh and tasty.",Thai Restaurant,
7.1,"Terrible service, forgot our order, mixed up our bill, 45min plus wait.",Thai Restaurant,
7.3,"Mediocre food, absolutely not fine, although the service is friendly. Cannot recommend it. Even if the setting and Thames view is very good.",Thai Restaurant,
7.2,"Craft beers and Thai food, what's not to like? Plus right by the station",Thai Restaurant,
6.1,The noodles were a bit hard and the beef far too chewy.,Thai Restaurant,
6.1,The food is avarage. The staff is really nice and helpful and the decoration is really good!,Thai Restaurant,
6.2,Fantastic Thai food!,Thai Restaurant,
,Everything is delicious. Have never gone wrong. My Fav starter is the tung tong: Big recommend.,Thai Restaurant,
6.1,Damn good green curry for a stall in a food court.,Thai Restaurant,
6.2,Can only echo what others have said. Humungous portions and well cooked food. The fact we boxed up our leftovers instead of leaving them is a good sign.,Thai Restaurant,
,Amazing traditional English breakfast. The place is very old a smelly but it's perfect for breakfast during the weekend.,Thai Restaurant,
7.9,Amazing little place with beautiful food in Charlton. Well worth a visit. Open for all football matches too.,Thai Restaurant,
,Go to Lime the indian up the road as at least they know what customer service is all about! These guys are ignorant and rude avoid at all costs!!,Thai Restaurant,
8.4,Great food. Great prices!,Japanese Restaurant,
8.8,"Try the ginkobai umeshu, excellent plum wine that's quite sweet.",Japanese Restaurant,
7.8,The Best Sushi restaurant in Kent! Yo! Sushi is delicious and just like a trip to Japan with each restaurant there's a sushi train.,Japanese Restaurant,
7.1,chicken katsu curry!,Japanese Restaurant,
7.1,"The food is really good, but for that price I could even go as far as to say ""fantastic""!",Japanese Restaurant,
8.8,"Can't fault the weekend buffet. Sushi buffet, main course, dessert and unlimited wine.",Japanese Restaurant,
6.4,Sunday dinner sushi buffet is great value and soooo tasty !,Japanese Restaurant,
8.8,Food amazing and stuff as well,Japanese Restaurant,
8.4,"Food is fab but remember its BYOB. There's an off license next door, Tescp down the street and small M&S at the BP.",Japanese Restaurant,
8.9,Great dim sum. Very authentic and extremely good value for money. Save the Cantonese sponge cake for last.,Dim Sum Restaurant,
7.3,"Huge portion of pricey, average and westernised Chinese food.",Dim Sum Restaurant,
6.7,"Used to come here weekly, but quality has taken a serious hit for the worse. What were once quality dim sum made with fresh ingredients, now looks like processed frozen food. Urgh.",Dim Sum Restaurant,
8.1,"Decent ramen & a good choice of sides / other dishes. Pork hirata buns were really nice, but spicy tofu was VERY spicy. Ramen broth was ok but I've had lots better, toppings added to soup were good.",Noodle House,
,cashier really slow!!,Noodle House,
8.0,"Best pho out of Vietnam! I had the spicy crab, prawn and belly port noodles. Yum!",Noodle House,
8.0,Fast delivery through deliveroo app! Great sushi!,Korean Restaurant,
8.7,Unpretentious little gem. top quality vietnamnese food for reasonable prices!,Vietnamese Restaurant,
7.6,"A good addition to Leytonstone area. Nice interior. They offer Fritz cola from Germany, how amazing! I had the prawn stir fry noodles which were a bit too greasy for me.",Vietnamese Restaurant,
8.0,The Bun Cha Nem Thit Nuong is absolutely amazing,Vietnamese Restaurant,
5.2,"rude staff and mediocre food, would not recommend!",Vietnamese Restaurant,
6.7,"So good, proper Viet place",Vietnamese Restaurant,
8.0,"The Pho Tai, rare beef soup noodles were very tasty indeed. Great value place. All fresh and light. The banh cuon, similar to Chinese Cheung Fun rolls are also good.",Vietnamese Restaurant,
8.0,Wish they would do food delivering service as well but the food is really outstanding!,Vietnamese Restaurant,
8.1,Sort of vintage Paris meets Hanoi decor. Good Vietnamese style bagettes. Great place to people watch on the busy intersection.,Vietnamese Restaurant,
8.0,Much better than the spots on kingsland road.,Vietnamese Restaurant,
8.7,The best Vietnamese food I've had in the UK. Ban Cuon is a must. Kingsland road does not come close.,Vietnamese Restaurant,
,Don't bother with anything but the pork,Dumpling Restaurant,
8.9,You must leave room for the chocolate dumplings. The cocktails are good. Definitely get several platters to share. The pork belly is delicious too :),Dumpling Restaurant,
8.2,Chicken dumplings are the best - fried. Always check the specials - curry here is awesome.,Dumpling Restaurant,
7.4,Dumplings and noodles!,Dumpling Restaurant,
8.1,"Beef noodle soup tastes like soy souce, plain and keeps you thirsty for a while. Awfully tasteless seaweed salad. Very average dumplings. Recommend ban mian and teas.",Dumpling Restaurant,
7.0,All the dumplings are amazing.,Dumpling Restaurant,
7.1,Buns are good. Xiaolongbao missed the mark with no soup inside. Get a bun.,Dumpling Restaurant,
7.6,"The veggie dumplings are superb! Portions are of good size, even the ones to share, so consider going slow! Enjoy! :)",Dumpling Restaurant,
7.2,Brand new place with a nice variety of dumplings! My mum loved the halloumi ones..highly suggested on her behalf! Excellent staff as well as food! Place is a bit small though due to the great location,Dumpling Restaurant,
,Don't bother with anything but the pork,Dumpling Restaurant,
6.6,Terrible food. Hardly value for money. You can do a lot better in Chinatown than visiting this joint.,Dumpling Restaurant,
7.1,Dim sum very good!!,Dumpling Restaurant,
,nice Pad thai,Dumpling Restaurant,
5.0,Fried dumplings are good. The boss lady might try to give you something that wasn't ordered *by mistake* and then add it to the bill.,Dumpling Restaurant,
8.2,Amazing value. Appropriately spicy and authentic South Indian/Sri Lankan food.,Sri Lankan Restaurant,
8.2,Amazing value. Appropriately spicy and authentic South Indian/Sri Lankan food.,Sri Lankan Restaurant,
9.4,"As good as they say! All of our dishes were absoluty packed with flavour! The bone marrow, egg hopper and lamb kothu roti were highlights!",Sri Lankan Restaurant,
8.2,Amazing value. Appropriately spicy and authentic South Indian/Sri Lankan food.,Sri Lankan Restaurant,
7.9,"Up for excellent South Indian/Sri Lankan, then this is the place... Mutton rolls, chicken wing chukka, bonemarrow varuval or Syrian rice plate. Just plain good and service!",Sri Lankan Restaurant,
7.7,"2/ The love cake was not bad, but I didn't like it that much, as I felt the taste of marzipan in it and I am not a big fan of its taste was imbalanced.",Sri Lankan Restaurant,
8.1,Semi hidden gem in Tooting. Go here for the best Sri Lankan curry south of the river.,Sri Lankan Restaurant,
6.7,"One of the best London restaurants serving authentic, delicious Kerala food. Super reasonable prices. Try the Milk Appam with meat curries. Or veggie curries, idiappam, vada, dosa — hard to go wrong.",Sri Lankan Restaurant,
,One of the best street-food stall in Boxpark Croydon.,Sri Lankan Restaurant,
,,Sri Lankan Restaurant,
,Sloooooow service,Sri Lankan Restaurant,
8.2,Lovely place to have breakfast,Australian Restaurant,
9.3,"Try the hotcakes with banana, maple syrup and honeycomb butter 😍",Australian Restaurant,
7.8,"Best coffee close to Liverpool Street. They also have a mouth-wateringly good breakfast wrap with bacon, egg, spinach and a bit of a spicy kick.",Australian Restaurant,
9.3,One of my fav. breakfast spots in London: ricotta pancakes/scrambled eggs TDF! Love this branch. Great meal before leaving town. Tried chicken schnitzel for lunch 👍👍,Australian Restaurant,
9.0,Flat white was pretty good.,Australian Restaurant,
8.8,"One of the best coffee shop in Soho, but cash only! Also, pretty miserable.",Australian Restaurant,
7.9,"Incredible breakfast!! I will be back, for sure!",Australian Restaurant,
8.9,The berry smoothie... Get ready for a taste of heaven!,Australian Restaurant,
9.2,Everything is good here. Personal favourites are The Convict & Sweet Maria. Bring a friend and share those two. Don't forget to have a smoothie. Oh and on weekends there's pancakes.,Australian Restaurant,
9.4,"Arguably the best breakfast spot in town. Go all out for chef Bill Granger’s famous ricotta hotcakes, topped with sticky, molten chunks of honeycomb butter. http://tandl.me/SfGlu9",Australian Restaurant,
8.2,Avocado toast for sure!,Australian Restaurant,
5.7,Best coffee at Euston. That's relative of course but still does a decent flat white.,Australian Restaurant,
7.5,Best Coffee in Kew! Try the Brew Breakfast,Australian Restaurant,
,,Australian Restaurant,
7.1,Awesome milkshakes,Australian Restaurant,
8.8,Wifi: Kipferl   Password: coffeehouse,Austrian Restaurant,
8.9,"... unbelievable käsespätzle, which is a noodle dish full of cheese and bacon that seems born of the drunken back-alley copulation of an aggressive mac and cheese with a really slutty carbonara.",Austrian Restaurant,
7.7,The closest thing to Austria in London,Austrian Restaurant,
6.7,"Surprisingly spacious, friendly and tasty food served",Austrian Restaurant,
7.1,Real Austrian food made from real Austrian ingredients. Highly recommended!,Austrian Restaurant,
6.4,"Disappointing service and food at over inflated prices. Like a cheap plastic cracker toy at christmas, to be avoided at all costs.",Austrian Restaurant,
7.6,,Bagel Shop,
6.8,'Hot' is misleading. My salt beef bagel was cold! I've had much better from the other bagel shop round the corner.,Bagel Shop,
7.0,"Bring cash, they don't take cards",Bagel Shop,
,Very very very fast service,Bagel Shop,
5.1,Nice if expensive beer .. ( expensive is normal for an airport.. nice is less usual !),Bagel Shop,
,After 10.30 all the prices go up by a fair whack.  You're better off going to McDonald's!,Bagel Shop,
5.1,"USB charging ports and spare seats, miss the rush in the main area and walk down towards gate 5 for some space",Bagel Shop,
7.8,Take a seat downstairs to watch the bakers work,Bakery,
8.8,Amazingly understated place. Service is great. Everyone is so friendly. Products are always so fresh and tasty. Regular spot for a weekend breakfast,Bakery,
7.6,'Black Forest' cake portion's become twice smaller since my last visit and now the cake is wrapped around with a film which is quite difficult to remove. 'Black Forest' is still one of the best though,Bakery,
8.9,Everything is made and baked fresh using top quality ingredients what ever the weather this bright bakery and cafe is always welcoming!,Bakery,
7.9,It's really nice had almond milk flat white and raspberry Swiss Roll. The place lacked decoration despite its great location and products,Bakery,
7.5,"Great coffee, wonderful patisserie and really friendly owners.",Bakery,
7.6,,Bakery,
8.6,By far the best coffee place in Mile End. Perfect for a short break accompanied by great coffee and amazing food. The nice and caring staff greatly contributes to the friendly atmosphere.,Bakery,
7.5,"Best seeded bread in London - light, super tasty, healthy and a good price. They'll slice it for you too",Bakery,
7.0,Lovely handmade cakes & good coffee too. Nice that you can sit outside & watch the World go by...,Bakery,
7.8,One staff member was very polite the other very rude.,Bakery,
6.8,Chopped liver & pickled cucumber bagel. Delicious.,Bakery,
7.1,Really nice baguette and pastries. Try the Montagnard!,Bakery,
7.4,Grab a fresh perfectly made pain au chocolat from this little French bakery cafe,Bakery,
6.9,"Excellent baked things - try the croissants and cinnamon rolls, but don’t bother with the coffee, which is disappointing.",Bakery,
7.0,No iced coffee for hot days like today! Said they will rectify the situation though.,Bakery,
6.5,"The social slice ALL. THE. WAY. Love the loafs and sandwiches, but suuuper slow with preparing coffees though..",Bakery,
,,Bakery,
,"Breadwise, the wholegrain Granier is the one to go for",Bakery,
6.8,"fairly low quality ingredients, but prices are extremely low.",Bakery,
6.5,Stop selling sesame seed baguettes! This store sells to business people who eat at their desks and do not need seeds going everywhere. Also the staff always give you the smallest baguette...,Bakery,
,,Bakery,
,,Bakery,
,,Bakery,
,"Friendly, quick service Chocolate slice  r the best :)",Bakery,
,Nothing beats a proper French made pastry.,Bakery,
,,Bakery,
,,Bakery,
,,Bakery,
,,Bakery,
,Ordered two paninis. Both were still partially cold :-/,Bakery,
,The chicken roll is good,Bakery,
,,Bakery,
,"Fresh bread, rolls, pastries, pizza, cakes and biscuits all baked at Godfrey's HQ in Hornchurch. They also sell a range of sandwiches and soups in the winter. Beats Gregg's hands down!",Bakery,
5.7,"Give them a break, its only greggs not a 5 star restaurant",Bakery,
,,Bakery,
,,Bakery,
,,Bakery,
,,Bakery,
